,furniture_type,name,discounted_price,original_price,product_details
348,Kitchen Cabinet,Balaji Wooden Solid Wood Bar Cabinet,"₹18,689","₹42,500","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 58.8 cm x 180.34 cm x 43.18 cm (1 ft 11 in x 5 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
349,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹44,099","₹62,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 810 mm x 610 mm x 910 mm (2 ft 7 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
350,Kitchen Cabinet,Shilpiwood Solid Wood Bar Cabinet,"₹14,399","₹38,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1220 mm x 760 mm x 460 mm (4 ft x 2 ft 5 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
351,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹48,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 821 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
352,Kitchen Cabinet,APRODZ Solid Wood Bar Cabinet,"₹40,500","₹41,000","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1520 mm x 1070 mm x 460 mm (4 ft 11 in x 3 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
353,Kitchen Cabinet,WOODSTAGE Solid Wood Bar Cabinet,"₹18,312","₹25,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 812.8 mm x 457.2 mm (2 ft 10 in x 2 ft 7 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
354,Kitchen Cabinet,G Fine Furniture Sheesham Wood Wooden Bar Cabinet For L...,"₹24,373","₹48,299","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 558.8 mm x 1803.4 mm x 431.8 mm (1 ft 10 in x 5 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
355,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹55,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 810 mm x 610 mm x 910 mm (2 ft 7 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
356,Kitchen Cabinet,G Fine Furniture Sheesham Wood Wooden Bar Cabinet For L...,"₹25,499","₹51,749","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 762 mm x 457.2 mm (2 ft 10 in x 2 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
357,Kitchen Cabinet,Meera Handicraft Sheesham Wood Solid Wood Bar Cabinet,"₹14,839","₹27,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 685 mm x 929 mm x 482 mm (2 ft 2 in x 3 ft x 1 ft 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
358,Kitchen Cabinet,Jeeso Solid Wood Bar Cabinet,"₹15,035","₹29,898","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 533.4 mm x 1473.2 mm x 406.4 mm (1 ft 9 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
359,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹59,499","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 821 mm x 609 mm x 811 mm (2 ft 8 in x 1 ft 11 in x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
360,Kitchen Cabinet,Jeeso Solid Wood Bar Cabinet,"₹23,544","₹29,898","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 890 mm x 762 mm x 457.2 mm (2 ft 11 in x 2 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
361,Kitchen Cabinet,Marutiwod Wooden Wall Hanging Design Bar Solid Wood Bar...,"₹10,559","₹18,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 900 mm x 600 mm x 250 mm (2 ft 11 in x 1 ft 11 in x 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
362,Kitchen Cabinet,Marutiwod Solid Wood Open Bar Cabinet Solid Wood Bar Ca...,"₹16,719","₹38,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 47 mm x 112 mm x 122 mm (1 in x 4 in x 4 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
363,Kitchen Cabinet,FURINNO wooden large cabinet Solid Wood Bar Cabinet,"₹14,439","₹28,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1290.3 mm x 878.8 mm x 657.8 mm (4 ft 2 in x 2 ft 10 in x 2 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
364,Kitchen Cabinet,Meera Handicraft Sheesham Wood Solid Wood Bar Cabinet,"₹10,523","₹21,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 447.04 mm x 1000.76 mm x 1000.76 mm (1 ft 5 in x 3 ft 3 in x 3 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
365,Kitchen Cabinet,Marutiwod Solid Wood Bar Cabinet,"₹17,160","₹34,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 650 mm x 1000 mm x 500 mm (2 ft 1 in x 3 ft 3 in x 1 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
366,Kitchen Cabinet,Suncrown Furniture Solid Wood Bar Cabinet,"₹2,079","₹6,099","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 600 mm x 650 mm x 120 mm (1 ft 11 in x 2 ft 1 in x 4 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
367,Kitchen Cabinet,Studio Kook Classic Mini Bar Engineered Wood Bar Cabine...,"₹8,489","₹14,739","[<li class=""_21Ahn-"">Engineered Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 549 mm x 597 mm x 450 mm (1 ft 9 in x 1 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
368,Kitchen Cabinet,CasaStyle Engineered Wood Bar Cabinet,"₹9,162","₹13,284","[<li class=""_21Ahn-"">Engineered Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 550 mm x 450 mm x 590 mm (1 ft 9 in x 1 ft 5 in x 1 ft 11 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
369,Kitchen Cabinet,G Fine Furniture Sheesham Wood Wooden Bar Cabinet For L...,"₹27,808","₹63,824","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1300 mm x 1060 mm x 460 mm (4 ft 3 in x 3 ft 5 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
370,Kitchen Cabinet,Marutiwod Solid Wood Bar Cabinet Solid Wood Bar Cabinet,"₹19,359","₹58,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 482.6 mm x 1473.2 mm x 383.54 mm (1 ft 6 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
371,Kitchen Cabinet,Flipkart Perfect Homes Rosewood (Sheesham) Bar Cabinet ...,"₹14,249","₹38,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
372,Kitchen Cabinet,Aayat Inteiors Solid Wood Bar Cabinet,"₹1,799","₹4,199","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 584 mm x 487 mm x 139 mm (1 ft 10 in x 1 ft 7 in x 5 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
373,Kitchen Cabinet,Marutiwod Solid Wood Standing Bar Cabinet Solid Wood Ba...,"₹19,359","₹58,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 533.4 mm x 1524 mm x 406 mm (1 ft 9 in x 5 ft x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
374,Kitchen Cabinet,MURALICRAFT Solid Wood Bar Cabinet,None,None,"[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 381 mm x 762 mm x 304.8 mm (1 ft 3 in x 2 ft 6 in x 1 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
375,Kitchen Cabinet,Flipkart Perfect Homes Solid Wood Bar Cabinet,"₹20,231","₹22,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 700 mm x 525 mm x 925 mm (2 ft 3 in x 1 ft 8 in x 3 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
376,Kitchen Cabinet,MURALICRAFT Solid Wood Bar Cabinet,"₹17,999","₹24,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 1041.4 mm x 508 mm (2 ft 10 in x 3 ft 4 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
377,Kitchen Cabinet,MURALICRAFT Solid Wood Bar Cabinet,"₹17,999","₹24,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 889 mm x 1041.4 mm x 508 mm (2 ft 10 in x 3 ft 4 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
378,Kitchen Cabinet,Shilpiwood Solid Wood Bar Cabinet Solid Wood Bar Cabine...,"₹17,099","₹23,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 580 mm x 830 mm x 380 mm (1 ft 10 in x 2 ft 8 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
379,Kitchen Cabinet,Flipkart Perfect Homes PureWood Sheesham Bar Cabinet,"₹14,079","₹22,399","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 62.5 cm x 72.5 cm x 62.5 cm (2 ft x 2 ft 4 in x 2 ft)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
380,Kitchen Cabinet,Shilpiwood Traditional Mini Diamond Design Bar Solid Wo...,"₹19,350","₹34,599","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 650 mm x 1000 mm x 500 mm (2 ft 1 in x 3 ft 3 in x 1 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
381,Kitchen Cabinet,Rajwara Solid Wood Bar Cabinet,"₹16,829","₹25,598","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 510 mm x 890 mm x 1330 mm (1 ft 8 in x 2 ft 11 in x 4 ft 4 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
382,Kitchen Cabinet,Shilpiwood Solid Wood Open Bar Cabinet Solid Wood Bar C...,"₹19,799","₹38,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 47 mm x 112 mm x 122 mm (1 in x 4 in x 4 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
383,Kitchen Cabinet,Flipkart Perfect Homes Sheesham Wood Solid Wood Bar Cab...,"₹10,559","₹23,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 90 cm x 106.7 cm x 50.8 cm (2 ft 11 in x 3 ft 6 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
384,Kitchen Cabinet,Jeeso Solid Wood Bar Cabinet,"₹18,444","₹38,898","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1220 mm x 760 mm x 460 mm (4 ft x 2 ft 5 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
385,Kitchen Cabinet,Marutiwod Solid Wood Bar Cabinet Solid Wood Bar Cabinet,"₹14,959","₹38,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1220 mm x 760 mm x 460 mm (4 ft x 2 ft 5 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
386,Kitchen Cabinet,Jeeso Solid Wood Bar Cabinet,"₹3,299","₹4,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 508 mm x 635 mm x 127 mm (1 ft 8 in x 2 ft 1 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
387,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹80,999","₹89,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1219 mm x 610 mm x 914 mm (3 ft 11 in x 2 ft x 2 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
388,Kitchen Cabinet,Meera Handicraft Sheesham Wood Solid Wood Bar Cabinet,"₹14,839","₹27,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 685.8 mm x 929.64 mm x 482.6 mm (2 ft 3 in x 3 ft x 1 ft 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
389,Kitchen Cabinet,Suncrown Furniture Solid Wood Bar Cabinet,"₹3,058","₹6,099","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 723.9 mm x 330.2 mm x 101.6 mm (2 ft 4 in x 1 ft x 4 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
390,Kitchen Cabinet,Jeeso Solid Wood Bar Cabinet,"₹22,099","₹35,998","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 482.6 mm x 1473.2 mm x 383.54 mm (1 ft 6 in x 4 ft 9 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
391,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹50,399","₹62,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 820 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
392,Kitchen Cabinet,Shilpiwood Solid Wood Bar Cabinet Solid Wood Bar Cabine...,"₹16,199","₹31,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 406.4 mm x 1016 mm x 533.4 mm (1 ft 3 in x 3 ft 4 in x 1 ft 9 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
393,Kitchen Cabinet,Shilpiwood Solid Wood Bar Cabinet,"₹17,099","₹58,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 588 mm x 1803.4 mm x 431.8 mm (1 ft 11 in x 5 ft 11 in x 1 ft 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
394,Kitchen Cabinet,Jeeso Mango Wood Bar Cabinet For Home & Office(Finish -...,"₹37,994","₹54,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1371.6 mm x 1016 mm x 381 mm (4 ft 6 in x 3 ft 4 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
395,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹55,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 610 mm x 914 mm x 812 mm (2 ft x 2 ft 11 in x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
396,Kitchen Cabinet,MURALICRAFT Solid Wood Bar Cabinet,"₹4,999","₹15,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 609.6 mm x 838.2 mm x 355.6 mm (2 ft x 2 ft 9 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
397,Kitchen Cabinet,Ikiriya Kassel Solid Wood Bar Cabinet,"₹2,399","₹3,600","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 482.6 mm x 355.6 mm x 152.4 mm (1 ft 6 in x 1 ft 2 in x 6 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
398,Kitchen Cabinet,Meera Handicraft Sheesham Wood Solid Wood Bar Cabinet,"₹20,229","₹41,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 838 mm x 1092 mm x 473 mm (2 ft 8 in x 3 ft 6 in x 1 ft 6 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
399,Kitchen Cabinet,SPEEDX Metal Bar Cabinet,"₹48,999","₹69,999","[<li class=""_21Ahn-"">Metal</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 821 mm x 609.6 mm x 812 mm (2 ft 8 in x 2 ft x 2 ft 7 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
400,Kitchen Cabinet,Wudniture Furniture Solid Sheesham Wood Bar Cabinet | S...,"₹5,999","₹69,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">DIY(Do-It-Yourself)</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 91.44 mm x 60.96 mm x 15 mm (3 in x 2 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
401,Kitchen Cabinet,"Jeeso Solid Wood Bar Cabinet (Finish-Dark Walnut, Deliv...","₹15,469","₹49,999","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1320 mm x 889 mm x 508 mm (4 ft 3 in x 2 ft 10 in x 1 ft 8 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
402,Kitchen Cabinet,Jeeso Sheesham Wood Wall Mounted Bar Cabinet (Finish - ...,"₹7,394","₹9,699","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: No</li>, <li class=""_21Ahn-"">W x H x D: 900 mm x 240 mm x 150 mm (2 ft 11 in x 9 in x 5 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
403,Kitchen Cabinet,FURINNO wooden large cabinet Solid Wood Bar Cabinet,"₹14,439","₹28,499","[<li class=""_21Ahn-"">Solid Wood</li>, <li class=""_21Ahn-"">Pre-assembled</li>, <li class=""_21Ahn-"">Door Included: Yes</li>, <li class=""_21Ahn-"">W x H x D: 1290.3 mm x 878.8 mm x 657.8 mm (4 ft 2 in x 2 ft 10 in x 2 ft 1 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
